-5.000000 -5.000000 92.395974
-5.000000 -4.900000 85.493214
-5.000000 -4.800000 79.105744
-5.000000 -4.700000 73.197634
-5.000000 -4.600000 67.735197
-5.000000 -4.500000 62.686882
-5.000000 -4.400000 58.023151
-5.000000 -4.300000 53.716380
-5.000000 -4.200000 49.740749
-5.000000 -4.100000 46.072148
-5.000000 -4.000000 42.688077
-5.000000 -3.900000 39.567562
-5.000000 -3.800000 36.691059
-5.000000 -3.700000 34.040380
-5.000000 -3.600000 31.598608
-5.000000 -3.500000 29.350019
-5.000000 -3.400000 27.280015
-5.000000 -3.300000 25.375049
-5.000000 -3.200000 23.622560
-5.000000 -3.100000 22.010908
-5.000000 -3.000000 20.529315
-5.000000 -2.900000 19.167805
-5.000000 -2.800000 17.917150
-5.000000 -2.700000 16.768816
-5.000000 -2.600000 15.714915
-5.000000 -2.500000 14.748161
-5.000000 -2.400000 13.861822
-5.000000 -2.300000 13.049686
-5.000000 -2.200000 12.306019
-5.000000 -2.100000 11.625536
-5.000000 -2.000000 11.003368
-5.000000 -1.900000 10.435036
-5.000000 -1.800000 9.916427
-5.000000 -1.700000 9.443774
-5.000000 -1.600000 9.013633
-5.000000 -1.500000 8.622869
-5.000000 -1.400000 8.268640
-5.000000 -1.300000 7.948383
-5.000000 -1.200000 7.659798
-5.000000 -1.100000 7.400838
-5.000000 -1.000000 7.169694
-5.000000 -0.900000 6.964781
-5.000000 -0.800000 6.784725
-5.000000 -0.700000 6.628350
-5.000000 -0.600000 6.494663
-5.000000 -0.500000 6.382839
-5.000000 -0.400000 6.292206
-5.000000 -0.300000 6.222238
-5.000000 -0.200000 6.172536
-5.000000 -0.100000 6.142823
-5.000000 0.000000 6.132937
-5.000000 0.100000 6.142823
-5.000000 0.200000 6.172536
-5.000000 0.300000 6.222238
-5.000000 0.400000 6.292206
-5.000000 0.500000 6.382839
-5.000000 0.600000 6.494663
-5.000000 0.700000 6.628350
-5.000000 0.800000 6.784725
-5.000000 0.900000 6.964781
-5.000000 1.000000 7.169694
-5.000000 1.100000 7.400838
-5.000000 1.200000 7.659798
-5.000000 1.300000 7.948383
-5.000000 1.400000 8.268640
-5.000000 1.500000 8.622869
-5.000000 1.600000 9.013633
-5.000000 1.700000 9.443774
-5.000000 1.800000 9.916427
-5.000000 1.900000 10.435036
