-4.000000 -4.000000 26.666083
-4.000000 -3.920000 25.172838
-4.000000 -3.840000 23.762437
-4.000000 -3.760000 22.430905
-4.000000 -3.680000 21.174428
-4.000000 -3.600000 19.989346
-4.000000 -3.520000 18.872152
-4.000000 -3.440000 17.819484
-4.000000 -3.360000 16.828123
-4.000000 -3.280000 15.894988
-4.000000 -3.200000 15.017129
-4.000000 -3.120000 14.191725
-4.000000 -3.040000 13.416076
-4.000000 -2.960000 12.687601
-4.000000 -2.880000 12.003831
-4.000000 -2.800000 11.362406
-4.000000 -2.720000 10.761068
-4.000000 -2.640000 10.197659
-4.000000 -2.560000 9.670116
-4.000000 -2.480000 9.176465
-4.000000 -2.400000 8.714820
-4.000000 -2.320000 8.283381
-4.000000 -2.240000 7.880424
-4.000000 -2.160000 7.504310
-4.000000 -2.080000 7.153471
-4.000000 -2.000000 6.826419
-4.000000 -1.920000 6.521739
-4.000000 -1.840000 6.238090
-4.000000 -1.760000 5.974205
-4.000000 -1.680000 5.728891
-4.000000 -1.600000 5.501033
-4.000000 -1.520000 5.289587
-4.000000 -1.440000 5.093588
-4.000000 -1.360000 4.912145
-4.000000 -1.280000 4.744444
-4.000000 -1.200000 4.589747
-4.000000 -1.120000 4.447392
-4.000000 -1.040000 4.316790
-4.000000 -0.960000 4.197422
-4.000000 -0.880000 4.088841
-4.000000 -0.800000 3.990662
-4.000000 -0.720000 3.902563
-4.000000 -0.640000 3.824278
-4.000000 -0.560000 3.755590
-4.000000 -0.480000 3.696329
-4.000000 -0.400000 3.646363
-4.000000 -0.320000 3.605593
-4.000000 -0.240000 3.573947
-4.000000 -0.160000 3.551374
-4.000000 -0.080000 3.537842
-4.000000 0.000000 3.533333
-4.000000 0.080000 3.537842
-4.000000 0.160000 3.551374
-4.000000 0.240000 3.573947
-4.000000 0.320000 3.605593
-4.000000 0.400000 3.646363
-4.000000 0.480000 3.696329
-4.000000 0.560000 3.755590
-4.000000 0.640000 3.824278
-4.000000 0.720000 3.902563
-4.000000 0.800000 3.990662
-4.000000 0.880000 4.088841
-4.000000 0.960000 4.197422
-4.000000 1.040000 4.316790
-4.000000 1.120000 4.447392
-4.000000 1.200000 4.589747
-4.000000 1.280000 4.744444
-4.000000 1.360000 4.912145
-4.000000 1.440000 5.093588
-4.000000 1.520000 5.289587
-4.000000 1.600000 5.501033
-4.000000 1.680000 5.728891
-4.000000 1.760000 5.974205
-4.000000 1.840000 6.238090
-4.000000 1.920000 6.521739
-4.000000 2.000000 6.826419
-4.000000 2.080000 7.153471
-4.000000 2.160000 7.504310
-4.000000 2.240000 7.880424
-4.000000 2.320000 8.283381
-4.000000 2.400000 8.714820
-4.000000 2.480000 9.176465
-4.000000 2.560000 9.670116
-4.000000 2.640000 10.197659
-4.000000 2.720000 10.761068
-4.000000 2.800000 11.362406
-4.000000 2.880000 12.003831
-4.000000 2.960000 12.687601
-4.000000 3.040000 13.416076
-4.000000 3.120000 14.191725
-4.000000 3.200000 15.017129
-4.000000 3.280000 15.894988
-4.000000 3.360000 16.828123
-4.000000 3.440000 17.819484
-4.000000 3.520000 18.872152
-4.000000 3.600000 19.989346
-4.000000 3.680000 21.174428
-4.000000 3.760000 22.430905
-4.000000 3.840000 23.762437
-4.000000 3.920000 25.172838
 
-3.940000 -4.000000 25.629856
-3.940000 -3.920000 24.172912
-3.940000 -3.840000 22.797573
-3.940000 -3.760000 21.499888
-3.940000 -3.680000 20.276069
-3.940000 -3.600000 19.122482
-3.940000 -3.520000 18.035644
-3.940000 -3.440000 17.012222
-3.940000 -3.360000 16.049024
-3.940000 -3.280000 15.142996
-3.940000 -3.200000 14.291214
-3.940000 -3.120000 13.490887
-3.940000 -3.040000 12.739342
-3.940000 -2.960000 12.034024
-3.940000 -2.880000 11.372494
-3.940000 -2.800000 10.752417
-3.940000 -2.720000 10.171563
-3.940000 -2.640000 9.627797
-3.940000 -2.560000 9.119082
-3.940000 -2.480000 8.643466
-3.940000 -2.400000 8.199087
-3.940000 -2.320000 7.784163
-3.940000 -2.240000 7.396991
-3.940000 -2.160000 7.035947
-3.940000 -2.080000 6.699481
-3.940000 -2.000000 6.386118
-3.940000 -1.920000 6.094454
